TransactionId,CustomerId,GeoId,NumOfProducts,Balance,,,,
2291,15674880,G003,2,0,,,,
2292,15778157,G003,2,90721.52,,,,
2293,15779064,G001,2,0,,,,
2294,15801265,G003,1,57784.22,,,,
2295,15589204,G001,1,131765.72,,,,
2296,15664543,G001,1,0,,,,
2297,15582714,G002,1,110022.74,,,,
2298,15797595,G001,1,131569.63,,,,
2299,15614034,G002,2,164523.5,,,,
2300,15763171,G002,1,114330.95,,,,
2301,15647266,G003,1,135923.16,,,,
2302,15757577,G001,2,0,,,,
2303,15736656,G001,2,0,,,,
2304,15635078,G003,1,124693.48,,,,
2305,15680141,G003,1,147936.42,,,,
2306,15576945,G001,1,0,,,,
2307,15602034,G001,1,126558.92,,,,
2308,15732020,G002,2,106938.11,,,,
2309,15611029,G002,1,140002.35,,,,
2310,15621210,G002,1,123444.72,,,,
2311,15569222,G001,1,147107.91,,,,
2312,15664639,G001,1,128514.84,,,,
2313,15724223,G001,1,0,,,,
2314,15644621,G002,2,106756.01,,,,
2315,15756056,G003,2,0,,,,
2316,15700353,G001,2,0,,,,
2317,15624388,G002,1,155393.32,,,,
2318,15627212,G001,1,110414.48,,,,
2319,15648005,G003,2,0,,,,
2320,15681446,G002,1,157098.52,,,,
2321,15775888,G002,1,85626.6,,,,
2322,15749019,G002,2,93796.42,,,,
2323,15709928,G003,2,0,,,,
2324,15784676,G001,2,125268.03,,,,
2325,15748116,G001,1,148143.84,,,,
2326,15612193,G003,2,115545.33,,,,
2327,15762984,G003,2,0,,,,
2328,15613713,G001,1,44928.88,,,,
2329,15664204,G003,2,0,,,,
2330,15639415,G001,1,162442.35,,,,
2331,15806332,G003,2,0,,,,
2332,15614929,G002,2,96213.82,,,,
2333,15695492,G001,1,156569.43,,,,
2334,15635972,G003,2,0,,,,
2335,15616380,G003,2,0,,,,
2336,15581440,G002,2,110463.25,,,,
2337,15654390,G001,1,154575.76,,,,
2338,15660688,G003,2,0,,,,
2339,15806307,G001,2,0,,,,
2340,15647975,G002,1,147037.32,,,,
2341,15595728,G002,1,119276.31,,,,
2342,15735388,G001,2,108664.85,,,,
2343,15788535,G003,1,0,,,,
2344,15765902,G002,2,163034.82,,,,
2345,15642345,G002,1,93059.34,,,,
2346,15641250,G003,1,179581.31,,,,
2347,15706163,G002,1,113625.93,,,,
2348,15746708,G002,1,119961.48,,,,
2349,15775203,G001,1,129209.48,,,,
2350,15787907,G002,3,137227.04,,,,
2351,15646764,G002,2,119024.75,,,,
2352,15678284,G001,3,74623.5,,,,
2353,15726791,G003,1,157929.45,,,,
2354,15813144,G001,2,92606.86,,,,
2355,15669342,G002,2,127862.93,,,,
2356,15710366,G003,1,0,,,,
2357,15614934,G002,1,142711.81,,,,
2358,15588701,G001,2,0,,,,
2359,15665438,G001,1,163159.85,,,,
2360,15644896,G002,1,108586.86,,,,
2361,15670205,G002,1,110624.99,,,,
2362,15635776,G002,2,154846.24,,,,
2363,15791053,G002,1,122917.71,,,,
2364,15644005,G001,2,0,,,,
2365,15796343,G001,2,82787.93,,,,
2366,15751057,G002,1,102500.34,,,,
2367,15623430,G001,2,0,,,,
2368,15682600,G002,1,159492.79,,,,
2369,15769312,G003,2,0,,,,
2370,15708212,G003,1,118241.02,,,,
2371,15650258,G001,1,113090.4,,,,
2372,15604345,G001,1,65763.57,,,,
2373,15578297,G002,1,125537.38,,,,
2374,15671789,G001,2,94263.91,,,,
2375,15726186,G003,2,133434.57,,,,
2376,15764618,G003,1,0,,,,
2377,15730738,G003,2,0,,,,
2378,15637650,G001,2,94748.76,,,,
2379,15606267,G001,1,98640.74,,,,
2380,15625904,G001,2,74681.9,,,,
2381,15654463,G001,2,0,,,,
2382,15774151,G003,1,179915.85,,,,
2383,15693259,G001,1,128207.23,,,,
2384,15642468,G001,2,132739.26,,,,
2385,15758531,G001,2,0,,,,
2386,15728352,G001,1,120509.81,,,,
2387,15637240,G001,2,124547.13,,,,
2388,15595588,G003,2,0,,,,
2389,15778395,G002,2,88815.56,,,,
2390,15711825,G003,2,82231.51,,,,
2391,15599251,G002,2,184715.86,,,,
2392,15570004,G001,2,0,,,,
2393,15656912,G003,1,0,,,,
2394,15657342,G002,1,147972.19,,,,
2395,15716284,G001,2,0,,,,
2396,15672374,G001,1,170008.84,,,,
2397,15732476,G001,2,0,,,,
2398,15747724,G003,1,0,,,,
2399,15633877,G003,1,95386.82,,,,
2400,15672516,G002,2,90373.28,,,,
2401,15607827,G002,2,133467.77,,,,
2402,15751336,G003,2,0,,,,
2403,15646539,G001,1,96288.26,,,,
2404,15756901,G001,2,91547.84,,,,
2405,15809286,G002,2,138292.64,,,,
2406,15759021,G001,1,0,,,,
2407,15725039,G003,1,71667.74,,,,
2408,15579130,G002,1,118994.84,,,,
2409,15754112,G003,2,0,,,,
2410,15735522,G002,2,145610.07,,,,
2411,15613326,G001,1,138162.81,,,,
2412,15739502,G002,2,135020.21,,,,
2413,15670914,G001,2,0,,,,
2414,15604073,G002,1,135161.67,,,,
2415,15806027,G001,1,0,,,,
2416,15574886,G001,1,94486.47,,,,
2417,15707120,G001,1,117640.39,,,,
2418,15800845,G003,1,111379.55,,,,
2419,15603914,G001,1,0,,,,
2420,15722765,G003,1,136820.99,,,,
2421,15783305,G001,1,98752.51,,,,
2422,15574842,G002,3,158266.42,,,,
2423,15607837,G001,1,105599.67,,,,
2424,15714877,G001,2,0,,,,
2425,15782941,G001,2,0,,,,
2426,15630167,G003,1,139723.9,,,,
2427,15759038,G001,1,141806.46,,,,
2428,15661821,G002,1,132571.67,,,,
2429,15728006,G001,1,180516.9,,,,
2430,15712176,G001,2,0,,,,
2431,15689351,G002,1,92805.72,,,,
2432,15782247,G001,3,0,,,,
2433,15769064,G002,1,135309.36,,,,
2434,15718153,G003,1,128917.84,,,,
2435,15613189,G001,1,56580.93,,,,
2436,15661734,G002,2,131390.75,,,,
2437,15592645,G003,2,0,,,,
2438,15768387,G001,2,0,,,,
2439,15792525,G002,1,97361.66,,,,
2440,15586976,G001,1,0,,,,
2441,15790659,G003,2,0,,,,
2442,15691446,G003,2,0,,,,
2443,15772632,G001,2,0,,,,
2444,15706587,G001,2,0,,,,
2445,15572461,G002,2,102714.65,,,,
2446,15654409,G001,1,67816.72,,,,
2447,15568025,G001,1,81710.46,,,,
2448,15715769,G001,1,75237.54,,,,
2449,15667458,G002,1,124023.18,,,,
2450,15567980,G002,1,100727.5,,,,
2451,15679294,G001,2,107238.85,,,,
2452,15606507,G001,2,0,,,,
2453,15578825,G001,1,139994.66,,,,
2454,15619935,G003,1,126224.87,,,,
2455,15636089,G002,1,145751.03,,,,
2456,15727490,G001,1,0,,,,
2457,15591766,G003,1,121166.89,,,,
2458,15641629,G003,2,0,,,,
2459,15813303,G003,2,0,,,,
2460,15756920,G001,1,70655.48,,,,
2461,15726403,G002,1,129901.21,,,,
2462,15592765,G001,1,125470.81,,,,
2463,15704442,G001,4,169406.33,,,,
2464,15641136,G001,2,0,,,,
2465,15725818,G002,1,107041.3,,,,
2466,15612071,G003,1,95153.77,,,,
2467,15719809,G002,2,145166.09,,,,
2468,15716518,G001,2,0,,,,
2469,15742210,G001,1,65962.63,,,,
2470,15630617,G002,1,140418.81,,,,
2471,15720838,G003,1,139799.63,,,,
2472,15595537,G002,2,171787.84,,,,
2473,15623196,G001,1,149238.97,,,,
2474,15679249,G002,1,163146.46,,,,
2475,15693199,G001,2,0,,,,
2476,15661219,G001,2,0,,,,
2477,15617136,G002,1,61482.47,,,,
2478,15760294,G001,1,145150.28,,,,
2479,15652808,G001,1,126670.37,,,,
2480,15657139,G001,2,84390.8,,,,
2481,15803790,G002,2,89728.86,,,,
2482,15764105,G001,2,0,,,,
2483,15672610,G003,1,118628.8,,,,
2484,15766896,G001,2,0,,,,
2485,15587735,G001,1,96863.13,,,,
2486,15659501,G001,1,142263.45,,,,
2487,15745001,G003,2,0,,,,
2488,15651140,G001,1,0,,,,
2489,15571148,G003,2,0,,,,
2490,15776824,G001,1,122724.37,,,,
2491,15633141,G002,1,174902.26,,,,
2492,15764174,G003,2,0,,,,
2493,15778155,G002,1,108914.17,,,,
2494,15715920,G003,1,98052.66,,,,
2495,15671917,G001,1,123873.19,,,,
2496,15666548,G002,3,111920.13,,,,
2497,15625623,G001,2,0,,,,
2498,15748123,G001,2,0,,,,
2499,15648735,G001,2,0,,,,
2500,15634974,G001,4,75150.34,,,,
2501,15713378,G001,2,0,,,,
2502,15753370,G002,1,114753.76,,,,
2503,15782659,G001,1,0,,,,
2504,15583364,G001,1,111871.93,,,,
2505,15625942,G003,2,0,,,,
2506,15720284,G002,1,135927.06,,,,
2507,15679642,G003,2,0,,,,
2508,15628007,G001,2,0,,,,
2509,15661974,G001,1,57037.74,,,,
2510,15689341,G001,4,0,,,,
2511,15607993,G001,1,79468.96,,,,
2512,15693267,G002,1,121063.85,,,,
2513,15769522,G001,1,118537.47,,,,
2514,15755825,G001,2,0,,,,
2515,15598175,G002,2,105082.07,,,,
2516,15744327,G001,1,0,,,,
2517,15798666,G001,2,0,,,,
2518,15577064,G002,2,104702.65,,,,
2519,15759436,G001,3,95813.76,,,,
2520,15690231,G003,2,167026.61,,,,
2521,15751561,G002,1,102453.26,,,,
2522,15739068,G002,2,148045.45,,,,
2523,15758056,G001,2,0,,,,
2524,15742269,G001,2,0,,,,
2525,15726490,G003,1,0,,,,
2526,15738411,G001,1,104498.79,,,,
2527,15727919,G003,2,0,,,,
2528,15709396,G001,2,0,,,,
2529,15654106,G001,2,149542.52,,,,
2530,15621653,G001,1,87946.39,,,,
2531,15598086,G001,1,68639.57,,,,
2532,15752300,G002,1,148826.32,,,,
2533,15658693,G001,2,0,,,,
2534,15631838,G001,2,108166.09,,,,
2535,15803804,G002,1,103214.71,,,,
2536,15578809,G002,2,134760.21,,,,
2537,15752026,G001,1,0,,,,
2538,15723706,G001,1,90124.64,,,,
2539,15752838,G003,2,0,,,,
2540,15569571,G002,2,87361.02,,,,
2541,15769703,G002,1,111257.59,,,,
2542,15679770,G001,4,131583.59,,,,
2543,15791102,G002,3,95020.8,,,,
2544,15655192,G003,2,0,,,,
2545,15709487,G002,2,80242.37,,,,
2546,15687130,G001,1,0,,,,
2547,15755178,G001,3,0,,,,
2548,15634772,G003,1,122661.39,,,,
2549,15617197,G001,2,0,,,,
2550,15631240,G001,2,0,,,,
2551,15784301,G001,2,0,,,,
2552,15631310,G001,1,0,,,,
2553,15756560,G003,2,81742.84,,,,
2554,15732270,G003,1,0,,,,
2555,15739357,G003,1,145127.85,,,,
2556,15771540,G001,1,148912.44,,,,
2557,15567486,G003,2,0,,,,
2558,15714634,G001,2,89900.24,,,,
2559,15727021,G002,2,119027.28,,,,
2560,15650670,G002,2,105222.86,,,,
2561,15711834,G003,1,0,,,,
2562,15729763,G003,1,116114.93,,,,
2563,15646566,G001,1,187911.55,,,,
2564,15645463,G001,2,0,,,,
2565,15672144,G001,1,144432.04,,,,
2566,15596088,G001,2,77065.9,,,,
2567,15614878,G002,1,180520.29,,,,
2568,15635240,G001,2,0,,,,
2569,15775905,G002,1,130024.87,,,,
2570,15700657,G002,1,110086.69,,,,
2571,15611905,G003,1,174853.46,,,,
2572,15652527,G001,1,108724.98,,,,
2573,15785865,G001,2,91285.13,,,,
2574,15645942,G003,2,0,,,,
2575,15688691,G002,2,110610.41,,,,
2576,15592736,G002,1,102994.04,,,,
2577,15673529,G003,2,59893.85,,,,
2578,15724145,G002,1,149318.55,,,,
2579,15704629,G001,1,116409.55,,,,
2580,15597896,G002,1,127760.07,,,,
2581,15731790,G002,1,132591.36,,,,
2582,15634719,G001,2,0,,,,
2583,15703205,G001,2,113402.14,,,,
2584,15567333,G001,2,0,,,,
2585,15754537,G001,1,0,,,,
2586,15612030,G001,2,0,,,,
2587,15573242,G001,1,136953.47,,,,
2588,15601892,G001,2,0,,,,
2589,15663885,G001,1,0,,,,
2590,15701096,G001,1,123863.64,,,,
2591,15710450,G003,1,120811.89,,,,
2592,15790846,G002,1,148430.55,,,,
2593,15658956,G002,2,47869.69,,,,
2594,15755223,G002,2,150926.99,,,,
2595,15787318,G002,1,103163.35,,,,
2596,15737310,G001,1,130206.28,,,,
2597,15763665,G001,2,136674.51,,,,
2598,15668818,G003,1,200322.45,,,,
2599,15765812,G003,2,0,,,,
2600,15704844,G003,1,80927.56,,,,
2601,15744582,G001,3,0,,,,
2602,15616700,G003,2,0,,,,
2603,15683521,G002,2,142574.71,,,,
2604,15583049,G002,1,160426.07,,,,
2605,15643752,G001,1,116160.23,,,,
2606,15620398,G003,2,98683.47,,,,
2607,15715707,G001,2,118829.03,,,,
2608,15814209,G001,1,118870.92,,,,
2609,15733768,G001,1,0,,,,
2610,15755242,G001,1,0,,,,
2611,15729412,G001,1,107192.38,,,,
2612,15746564,G001,1,108010.78,,,,
2613,15588446,G003,2,0,,,,
2614,15665221,G001,2,129837.72,,,,
2615,15640846,G002,4,106458.31,,,,
2616,15700209,G001,1,97009.15,,,,
2617,15658360,G003,2,122929.42,,,,
2618,15602735,G002,4,152296.83,,,,
2619,15724834,G001,2,0,,,,
2620,15800062,G003,1,0,,,,
2621,15685300,G001,2,128993.76,,,,
2622,15760102,G001,1,0,,,,
2623,15787026,G002,2,185267.45,,,,
2624,15653696,G001,2,0,,,,
2625,15788946,G003,1,116805.82,,,,
2626,15600724,G002,1,129750.68,,,,
2627,15574324,G002,2,129177.01,,,,
2628,15707144,G002,2,82506.72,,,,
2629,15775891,G002,1,107247.69,,,,
2630,15711789,G003,1,0,,,,
2631,15600879,G002,2,157780.93,,,,
2632,15681196,G001,1,172170.36,,,,
2633,15716000,G003,2,0,,,,
2634,15766776,G001,1,0,,,,
2635,15680278,G003,1,75361.44,,,,
2636,15688637,G001,2,0,,,,
2637,15591179,G003,2,0,,,,
2638,15677435,G001,2,98263.46,,,,
2639,15698619,G001,2,0,,,,
2640,15581036,G002,2,109308.79,,,,
2641,15622117,G003,2,0,,,,
2642,15599301,G002,1,164365.44,,,,
2643,15581548,G003,1,98800,,,,
2644,15586870,G001,1,193125.85,,,,
2645,15735263,G001,1,51522.75,,,,
2646,15765322,G001,2,84284.48,,,,
2647,15582944,G003,2,0,,,,
2648,15687162,G001,1,119889.84,,,,
2649,15644962,G001,1,137910.45,,,,
2650,15612615,G001,2,0,,,,
2651,15813439,G001,1,100116.82,,,,
2652,15604544,G002,2,166082.15,,,,
2653,15761348,G001,2,0,,,,
2654,15785078,G003,1,0,,,,
2655,15759874,G001,1,148595.55,,,,
2656,15643658,G002,2,94078.97,,,,
2657,15713267,G003,2,0,,,,
2658,15737782,G001,1,0,,,,
2659,15815490,G002,3,164948.98,,,,
2660,15679410,G001,1,140549.4,,,,
2661,15756241,G001,1,152509.25,,,,
2662,15688409,G001,1,191864.51,,,,
2663,15742272,G001,1,96418.09,,,,
2664,15717898,G003,1,131945.94,,,,
2665,15769582,G001,2,0,,,,
2666,15635660,G002,1,142910.15,,,,
2667,15576723,G001,2,0,,,,
2668,15591577,G001,1,146311.58,,,,
2669,15582325,G001,1,87894.26,,,,
2670,15693947,G001,2,97445.49,,,,
2671,15760446,G001,1,0,,,,
2672,15611105,G003,2,0,,,,
2673,15630920,G001,2,154485.74,,,,
2674,15574910,G001,1,115625.07,,,,
2675,15756472,G001,1,108396.67,,,,
2676,15682890,G002,2,65095.41,,,,
2677,15641994,G002,1,103018.45,,,,
2678,15733297,G001,1,84764.79,,,,
2679,15767793,G001,2,0,,,,
2680,15725698,G003,1,115680.81,,,,
2681,15813532,G001,2,0,,,,
2682,15576760,G002,2,73088.06,,,,
2683,15732102,G002,2,150905.03,,,,
2684,15739046,G003,1,143054.85,,,,
2685,15631927,G003,2,0,,,,
2686,15672115,G001,2,0,,,,
2687,15618765,G002,1,99948.45,,,,
2688,15679148,G001,2,115451.05,,,,
2689,15728474,G002,1,108235.91,,,,
2690,15636999,G001,1,0,,,,
2691,15754261,G003,2,98795.61,,,,
2692,15629150,G001,2,0,,,,
2693,15736274,G001,2,0,,,,
2694,15627697,G001,2,0,,,,
2695,15721585,G002,2,113146.98,,,,
2696,15639946,G002,3,162532.14,,,,
2697,15792176,G003,1,92053.44,,,,
2698,15699450,G001,2,0,,,,
2699,15729954,G001,3,0,,,,
2700,15600103,G002,1,104944.1,,,,
2701,15786200,G001,2,0,,,,
2702,15797010,G001,2,0,,,,
2703,15670172,G001,1,107879.04,,,,
2704,15627352,G002,1,110356.42,,,,
2705,15622494,G001,2,0,,,,
2706,15585835,G003,2,109783.69,,,,
2707,15595071,G001,1,149777,,,,
2708,15628203,G001,1,104339.56,,,,
2709,15667190,G003,1,85818.18,,,,
2710,15780212,G001,1,212692.97,,,,
2711,15766869,G002,2,89696.84,,,,
2712,15775741,G001,2,0,,,,
2713,15628170,G002,1,68067.24,,,,
2714,15701318,G003,1,148564.66,,,,
2715,15710928,G001,1,136354.16,,,,
2716,15682547,G001,1,122214,,,,
2717,15631170,G001,2,0,,,,
2718,15648702,G002,2,119684.88,,,,
2719,15783444,G001,1,135139.33,,,,
2720,15809178,G002,1,146100.75,,,,
2721,15806688,G003,3,123110.9,,,,
2722,15576824,G002,3,111760.4,,,,
2723,15675422,G001,1,110728.39,,,,
2724,15681550,G001,1,121558.46,,,,
2725,15812628,G002,1,120623.21,,,,
2726,15597951,G001,1,114713.57,,,,
2727,15807045,G002,1,103457.76,,,,
2728,15581748,G002,2,101134.87,,,,
2729,15770420,G002,2,78136.36,,,,
2730,15608230,G001,2,0,,,,
2731,15730339,G003,1,133446.34,,,,
2732,15712584,G001,2,0,,,,
2733,15592816,G002,1,108076.33,,,,
2734,15641480,G001,1,131354.25,,,,
2735,15708505,G002,2,62974.64,,,,
2736,15791131,G002,1,143340.44,,,,
2737,15618225,G002,2,116993.43,,,,
2738,15644724,G001,2,58662.92,,,,
2739,15662098,G003,3,128808.65,,,,
2740,15723894,G001,1,137555.44,,,,
2741,15787699,G002,1,142393.11,,,,
2742,15687738,G001,2,0,,,,
2743,15576126,G001,1,125785.23,,,,
2744,15658889,G001,1,136444.25,,,,
2745,15667046,G003,1,121527.4,,,,
2746,15669957,G002,1,144696.75,,,,
2747,15655794,G001,2,0,,,,
2748,15599829,G001,2,0,,,,
2749,15753332,G002,1,128140.17,,,,
2750,15671124,G001,1,120383.41,,,,
2751,15767474,G001,3,0,,,,
2752,15720671,G001,2,129735.3,,,,
2753,15626787,G003,1,185078.26,,,,
2754,15774491,G001,2,0,,,,
2755,15579647,G001,1,0,,,,
2756,15625522,G003,2,0,,,,
2757,15765806,G001,1,144591.96,,,,
2758,15566708,G001,2,0,,,,
2759,15668347,G001,2,0,,,,
2760,15575214,G001,1,0,,,,
2761,15591123,G002,1,100194.44,,,,
2762,15573280,G002,2,145295.31,,,,
2763,15589018,G002,2,106070.29,,,,
2764,15654495,G002,1,120621.89,,,,
2765,15597265,G001,2,0,,,,
2766,15733876,G001,2,0,,,,
2767,15677217,G001,1,0,,,,
2768,15747265,G002,1,171283.91,,,,
2769,15713379,G001,2,0,,,,
2770,15730433,G002,1,128218.47,,,,
2771,15693347,G001,2,0,,,,
2772,15715465,G002,1,77776.39,,,,
2773,15680736,G002,2,124978.19,,,,
2774,15610765,G001,2,0,,,,
2775,15650034,G001,1,0,,,,
2776,15782468,G003,2,109799.55,,,,
2777,15685109,G001,2,0,,,,
2778,15776233,G002,1,125397.21,,,,
2779,15761141,G003,2,0,,,,
2780,15781702,G002,2,111347.37,,,,
2781,15790235,G003,2,104291.41,,,,
2782,15641416,G002,2,94867.18,,,,
2783,15775234,G001,2,0,,,,
2784,15659475,G001,2,135703.59,,,,
2785,15642202,G002,2,106453.53,,,,
2786,15771417,G001,1,132412.38,,,,
2787,15585100,G002,1,124401.6,,,,
2788,15700487,G001,3,118022.06,,,,
2789,15726589,G002,1,82531.11,,,,
2790,15747503,G003,1,184552.12,,,,
2791,15595883,G002,1,127278.31,,,,
2792,15663826,G003,1,0,,,,
2793,15742820,G001,2,0,,,,
2794,15624793,G002,1,184244.86,,,,
2795,15597930,G001,1,59669.43,,,,
2796,15665110,G001,1,79543.59,,,,
2797,15770719,G001,1,151553.19,,,,
2798,15731327,G002,2,166527.88,,,,
2799,15576044,G002,1,150329.15,,,,
2800,15775662,G001,1,121911.59,,,,
2801,15646817,G001,2,156773.78,,,,
2802,15596060,G003,1,127864.26,,,,
2803,15723299,G001,1,113709.28,,,,
2804,15636982,G002,1,79974.55,,,,
2805,15751175,G001,2,0,,,,
2806,15618936,G001,1,0,,,,
2807,15787529,G003,1,0,,,,
2808,15780128,G001,2,144427.96,,,,
2809,15615991,G001,1,99263.09,,,,
2810,15757001,G001,2,79368.87,,,,
2811,15595388,G001,2,0,,,,
2812,15699550,G003,2,0,,,,
2813,15581620,G001,3,0,,,,
2814,15600934,G001,1,125095.94,,,,
2815,15738672,G002,2,162485.8,,,,
2816,15721307,G002,2,95668.82,,,,
2817,15619280,G001,2,0,,,,
2818,15768244,G003,2,0,,,,
2819,15806837,G001,1,0,,,,
2820,15643496,G001,2,74197.38,,,,
2821,15813916,G001,1,89688.94,,,,
2822,15626385,G003,2,103121.33,,,,
2823,15603582,G003,1,0,,,,
2824,15764351,G002,1,120170.07,,,,
2825,15667938,G001,2,149136.31,,,,
2826,15576360,G001,1,141136.79,,,,
2827,15628813,G001,1,152341.55,,,,
2828,15584190,G001,2,120026.98,,,,
2829,15716449,G003,1,132168.28,,,,
2830,15759913,G002,2,85200.82,,,,
2831,15701555,G003,2,84903.33,,,,
2832,15758482,G001,2,0,,,,
2833,15758171,G001,1,0,,,,
2834,15680346,G003,1,0,,,,
2835,15649124,G001,1,121535.18,,,,
2836,15812917,G003,2,116662.96,,,,
2837,15768455,G001,2,0,,,,
2838,15703059,G002,1,124829.16,,,,
2839,15646196,G003,2,155180.56,,,,
2840,15585451,G002,1,108262.87,,,,
2841,15714057,G003,2,0,,,,
2842,15748473,G001,2,0,,,,
2843,15785782,G003,1,0,,,,
2844,15693233,G002,2,99812.88,,,,
2845,15757521,G001,1,132164.26,,,,
2846,15812513,G002,1,103583.05,,,,
2847,15674950,G002,2,142406.43,,,,
2848,15678572,G003,2,99842.5,,,,
2849,15713608,G001,2,0,,,,
2850,15579262,G001,1,0,,,,
2851,15610426,G001,1,81042.42,,,,
2852,15776454,G001,1,0,,,,
2853,15771483,G001,2,0,,,,
2854,15648489,G001,1,199689.49,,,,
2855,15646609,G001,1,142645.43,,,,
2856,15693203,G003,2,0,,,,
2857,15813067,G002,1,110219.14,,,,
2858,15769829,G003,2,0,,,,
2859,15662434,G001,2,0,,,,
2860,15773503,G003,2,0,,,,
2861,15705890,G001,1,142072.02,,,,
2862,15711398,G001,2,0,,,,
2863,15752375,G002,1,149564.61,,,,
2864,15659175,G001,2,0,,,,
2865,15597033,G002,1,153366.13,,,,
2866,15590228,G001,1,76467.16,,,,
2867,15631848,G001,1,121508.28,,,,
2868,15654211,G003,1,0,,,,
2869,15707968,G003,2,73211.12,,,,
2870,15594084,G001,2,0,,,,
2871,15651093,G001,2,0,,,,
2872,15798824,G003,2,92674.94,,,,
2873,15671591,G003,4,96196.24,,,,
2874,15707189,G002,1,114391.62,,,,
2875,15733581,G002,1,80262.66,,,,
2876,15641640,G003,1,173331.52,,,,
2877,15585284,G003,1,147285.52,,,,
2878,15617866,G003,2,119785.47,,,,
2879,15667751,G003,1,140137.15,,,,
2880,15669411,G002,1,107467.56,,,,
2881,15789425,G002,2,98218.04,,,,
2882,15570943,G002,1,133607.75,,,,
2883,15685829,G001,2,0,,,,
2884,15721917,G001,1,95139.41,,,,
2885,15776047,G001,2,0,,,,
2886,15716024,G003,2,0,,,,
2887,15675328,G001,2,0,,,,
2888,15604314,G002,1,97331.19,,,,
2889,15658339,G002,2,139265.63,,,,
2890,15630402,G001,1,0,,,,
2891,15689616,G003,1,168094.01,,,,
2892,15774224,G002,2,131563.88,,,,
2893,15701291,G001,2,0,,,,
2894,15719606,G001,2,0,,,,
2895,15644119,G001,1,0,,,,
2896,15646859,G002,1,107363.29,,,,
2897,15606836,G001,1,94493.03,,,,
2898,15664150,G002,2,170214.23,,,,
2899,15624510,G001,1,139781.06,,,,
2900,15810944,G001,2,0,,,,
2901,15668575,G003,3,148610.41,,,,
2902,15603246,G001,2,170241.7,,,,
2903,15804002,G001,1,128306.83,,,,
2904,15728773,G001,2,0,,,,
2905,15598044,G001,1,0,,,,
2906,15694829,G002,1,175454,,,,
2907,15600575,G003,2,0,,,,
2908,15727311,G001,2,100885.93,,,,
2909,15570769,G001,1,93320.8,,,,
2910,15606274,G002,2,63176.44,,,,
2911,15746139,G001,1,139451.67,,,,
2912,15704987,G001,1,49113.75,,,,
2913,15628972,G002,3,123906.22,,,,
2914,15697686,G001,2,0,,,,
2915,15733883,G001,2,0,,,,
2916,15617482,G002,1,131441.51,,,,
2917,15704583,G001,1,0,,,,
2918,15621083,G001,2,136325.48,,,,
2919,15649487,G002,2,113150.44,,,,
2920,15736760,G003,1,0,,,,
2921,15714658,G001,2,0,,,,
2922,15599081,G002,1,102785.16,,,,
2923,15705113,G003,1,83264.28,,,,
2924,15631159,G002,2,72252.64,,,,
2925,15792818,G002,1,148051.52,,,,
2926,15633531,G001,1,138489.66,,,,
2927,15744529,G001,2,0,,,,
2928,15669656,G001,1,111589.33,,,,
2929,15581198,G002,1,122104.79,,,,
2930,15729054,G002,1,96106.83,,,,
2931,15573452,G002,1,115930.87,,,,
2932,15776733,G002,2,124513.66,,,,
2933,15724858,G001,1,0,,,,
2934,15713144,G003,1,0,,,,
2935,15690188,G001,1,0,,,,
2936,15689425,G003,2,100988.39,,,,
2937,15671766,G001,1,118577.24,,,,
2938,15782806,G003,2,0,,,,
2939,15764419,G001,2,0,,,,
2940,15591915,G001,1,0,,,,
2941,15772798,G003,2,0,,,,
2942,15792008,G003,2,0,,,,
2943,15715541,G001,1,113311.11,,,,
2944,15639277,G001,1,0,,,,
2945,15798850,G001,2,0,,,,
2946,15776348,G002,1,124365.42,,,,
2947,15727696,G001,2,147249.29,,,,
2948,15793813,G001,1,103688.19,,,,
2949,15694395,G001,2,138740.24,,,,
2950,15764195,G003,1,111900.14,,,,
2951,15744919,G003,1,152760.24,,,,
2952,15671655,G002,2,143966.3,,,,
2953,15654901,G001,1,141556.96,,,,
2954,15649136,G001,2,0,,,,
2955,15775562,G001,2,0,,,,
2956,15807481,G001,1,0,,,,
2957,15642885,G001,2,0,,,,
2958,15789109,G001,1,0,,,,
2959,15814004,G001,2,0,,,,
2960,15673619,G001,1,162560.32,,,,
2961,15595135,G002,1,123229.46,,,,
2962,15583681,G003,2,76665.71,,,,
2963,15605000,G001,3,140278.99,,,,
2964,15718071,G001,2,0,,,,
2965,15679760,G001,2,115764.32,,,,
2966,15654574,G002,2,131142.53,,,,
2967,15577178,G001,1,68375.27,,,,
2968,15595324,G002,3,117833.3,,,,
2969,15756932,G003,2,0,,,,
2970,15726358,G001,2,0,,,,
2971,15595228,G001,1,0,,,,
2972,15782530,G003,1,111093.01,,,,
2973,15592877,G003,1,132657.55,,,,
2974,15651983,G001,1,128882.49,,,,
2975,15746737,G002,1,69129.59,,,,
2976,15774179,G001,2,0,,,,
2977,15667265,G001,1,121404.64,,,,
2978,15655123,G003,3,131355.3,,,,
2979,15595917,G001,1,102097.33,,,,
2980,15668385,G001,1,154863.15,,,,
2981,15709476,G003,2,99945.93,,,,
2982,15711218,G002,2,121704.32,,,,
2983,15798659,G003,2,0,,,,
2984,15663939,G002,1,138782.76,,,,
2985,15694946,G001,2,0,,,,
2986,15631912,G001,1,136291.71,,,,
2987,15768816,G002,2,107856.57,,,,
2988,15682268,G002,1,108348.66,,,,
2989,15684801,G001,3,93871.95,,,,
2990,15636428,G003,1,0,,,,
